rank,Name,Year,State,male_count,female_count,unisex_score
28,Marion,1960,MI,7,34,20.59
29,Stacy,1960,MI,9,44,20.45
30,Rene,1960,MI,13,66,19.7
1,Dana,1960,MN,43,43,100.0
2,Kerry,1960,MN,44,27,61.36
3,Jamie,1960,MN,17,29,58.62
4,Pat,1960,MN,42,22,52.38
5,Kelly,1960,MN,102,209,48.8
6,Kris,1960,MN,21,45,46.67
7,Shawn,1960,MN,52,24,46.15
8,Leslie,1960,MN,32,87,36.78
9,Chris,1960,MN,149,45,30.2
10,Tracy,1960,MN,34,126,26.98
11,Jody,1960,MN,35,132,26.52
12,Lee,1960,MN,98,25,25.51
13,Terry,1960,MN,289,69,23.88
14,Darcy,1960,MN,6,34,17.65
15,Robin,1960,MN,32,190,16.84
16,Kyle,1960,MN,36,6,16.67
17,Shannon,1960,MN,5,32,15.63
18,Jan,1960,MN,10,69,14.49
19,Kim,1960,MN,39,326,11.96
20,Lynn,1960,MN,18,304,5.92
21,Robert,1960,MN,1221,6,0.49
22,Michael,1960,MN,1670,5,0.3
23,Aaron,1960,MN,18,,0.0
24,Adam,1960,MN,6,,0.0
25,Adrian,1960,MN,8,,0.0
26,Agnes,1960,MN,,5,0.0
27,Al,1960,MN,10,,0.0
28,Alan,1960,MN,196,,0.0
29,Alane,1960,MN,,5,0.0
30,Albert,1960,MN,16,,0.0
1,Marion,1960,MO,19,17,89.47
2,Shelby,1960,MO,6,5,83.33
3,Pat,1960,MO,37,30,81.08
4,Shannon,1960,MO,15,20,75.0
5,Lesley,1960,MO,5,7,71.43
6,Jody,1960,MO,17,28,60.71
7,Jackie,1960,MO,45,75,60.0
8,Robbie,1960,MO,15,9,60.0
9,Kris,1960,MO,8,14,57.14
10,Lee,1960,MO,63,35,55.56
11,Stacey,1960,MO,12,24,50.0
12,Leslie,1960,MO,35,84,41.67
13,Bobbie,1960,MO,10,24,41.67
14,Tracy,1960,MO,59,149,39.6
15,Billie,1960,MO,7,18,38.89
16,Shawn,1960,MO,36,12,33.33
17,Dana,1960,MO,36,117,30.77
18,Terry,1960,MO,516,152,29.46
19,Kelly,1960,MO,88,299,29.43
20,Jamie,1960,MO,14,51,27.45
21,Stacy,1960,MO,7,26,26.92
22,Jessie,1960,MO,20,5,25.0
23,Kerry,1960,MO,81,20,24.69
24,Chris,1960,MO,212,52,24.53
25,Lynn,1960,MO,25,110,22.73
26,Kelley,1960,MO,6,31,19.35
27,Willie,1960,MO,77,13,16.88
28,Tracey,1960,MO,5,34,14.71
29,Marty,1960,MO,56,5,8.93
30,Kim,1960,MO,29,336,8.63
1,Kelly,1960,MS,22,22,100.0
2,Jackie,1960,MS,57,59,96.61
3,Leslie,1960,MS,33,35,94.29
4,Cleo,1960,MS,5,6,83.33
5,Francis,1960,MS,11,14,78.57
6,Tracy,1960,MS,45,34,75.56
7,Ivory,1960,MS,8,6,75.0
8,Billie,1960,MS,13,18,72.22
9,Pat,1960,MS,5,7,71.43
10,Unknown,1960,MS,12,8,66.67
11,Dana,1960,MS,13,23,56.52
12,Robbie,1960,MS,13,24,54.17
13,Jody,1960,MS,10,5,50.0
14,Johnnie,1960,MS,98,45,45.92
15,Marion,1960,MS,25,11,44.0
16,Jessie,1960,MS,101,40,39.6
17,Lynn,1960,MS,12,33,36.36
18,Ollie,1960,MS,10,28,35.71
19,Frankie,1960,MS,39,12,30.77
20,Jamie,1960,MS,7,23,30.43
21,Andrea,1960,MS,5,17,29.41
22,Stacy,1960,MS,5,19,26.32
23,Mickey,1960,MS,22,5,22.73
24,Chris,1960,MS,35,7,20.0
25,Terry,1960,MS,354,68,19.21
26,Lee,1960,MS,111,21,18.92
27,Tommie,1960,MS,59,11,18.64
28,Kim,1960,MS,13,73,17.81
29,Freddie,1960,MS,53,8,15.09
30,Dale,1960,MS,40,6,15.0
1,Jody,1960,MT,11,10,90.91
2,Tracy,1960,MT,25,32,78.13
3,Kerry,1960,MT,13,9,69.23
4,Dana,1960,MT,6,9,66.67
5,Kelly,1960,MT,42,68,61.76
6,Shawn,1960,MT,16,7,43.75
7,Chris,1960,MT,18,6,33.33
8,Terry,1960,MT,58,19,32.76
9,Leslie,1960,MT,14,46,30.43
10,Lynn,1960,MT,7,26,26.92
11,Robin,1960,MT,10,44,22.73
12,Kim,1960,MT,10,80,12.5
13,Aaron,1960,MT,8,,0.0
14,Agnes,1960,MT,,5,0.0
15,Alan,1960,MT,46,,0.0
16,Albert,1960,MT,7,,0.0
17,Alice,1960,MT,,12,0.0
18,Alison,1960,MT,,5,0.0
19,Allan,1960,MT,14,,0.0
20,Allen,1960,MT,17,,0.0
21,Amy,1960,MT,,20,0.0
22,Andrea,1960,MT,,7,0.0
23,Andrew,1960,MT,19,,0.0
24,Angela,1960,MT,,16,0.0
25,Angie,1960,MT,,9,0.0
26,Anita,1960,MT,,27,0.0
27,Ann,1960,MT,,31,0.0
28,Anna,1960,MT,,13,0.0
29,Anne,1960,MT,,15,0.0
30,Annette,1960,MT,,13,0.0
1,Kris,1960,NC,5,5,100.0
2,Ashley,1960,NC,8,7,87.5
3,Tommie,1960,NC,10,8,80.0
4,Jackie,1960,NC,80,103,77.67
5,Unknown,1960,NC,8,6,75.0
6,Marion,1960,NC,24,33,72.73
7,Dana,1960,NC,29,43,67.44
8,Ivey,1960,NC,11,7,63.64
9,Stacey,1960,NC,7,11,63.64
10,Tracy,1960,NC,59,95,62.11
11,Pat,1960,NC,8,15,53.33
12,Francis,1960,NC,19,10,52.63
13,Kelly,1960,NC,72,144,50.0
14,Lee,1960,NC,92,41,44.57
15,Stacy,1960,NC,21,9,42.86
16,Jessie,1960,NC,48,19,39.58
17,Jody,1960,NC,28,11,39.29
18,Shawn,1960,NC,19,7,36.84
19,Robbie,1960,NC,31,11,35.48
20,Leslie,1960,NC,31,88,35.23
21,Frankie,1960,NC,58,20,34.48
22,Lynn,1960,NC,29,85,34.12
23,Jamie,1960,NC,19,59,32.2
24,Robbin,1960,NC,6,20,30.0
25,Johnnie,1960,NC,83,24,28.92
26,Sandy,1960,NC,17,59,28.81
27,Shannon,1960,NC,5,18,27.78
28,Terry,1960,NC,687,176,25.62
29,Kerry,1960,NC,51,11,21.57
30,Allison,1960,NC,5,24,20.83
1,Kelly,1960,ND,51,58,87.93
2,Darcy,1960,ND,7,6,85.71
3,Jody,1960,ND,16,23,69.57
4,Kerry,1960,ND,11,7,63.64
5,Leslie,1960,ND,21,12,57.14
6,Tracy,1960,ND,18,40,45.0
7,Lynn,1960,ND,11,25,44.0
8,Jamie,1960,ND,5,12,41.67
9,Kim,1960,ND,21,62,33.87
10,Robin,1960,ND,10,58,17.24
11,Terry,1960,ND,86,9,10.47
12,Dale,1960,ND,76,5,6.58
13,Aaron,1960,ND,8,,0.0
14,Alan,1960,ND,39,,0.0
15,Albert,1960,ND,7,,0.0
16,Alfred,1960,ND,6,,0.0
17,Alice,1960,ND,,17,0.0
18,Allan,1960,ND,19,,0.0
19,Allen,1960,ND,29,,0.0
20,Alvin,1960,ND,6,,0.0
21,Amy,1960,ND,,19,0.0
22,Andrea,1960,ND,,11,0.0
23,Andrew,1960,ND,14,,0.0
24,Andy,1960,ND,5,,0.0
25,Angela,1960,ND,,11,0.0
26,Anita,1960,ND,,13,0.0
27,Ann,1960,ND,,27,0.0
28,Anna,1960,ND,,7,0.0
29,Anne,1960,ND,,15,0.0
30,Annette,1960,ND,,31,0.0
1,Dana,1960,NE,11,13,84.62
2,Shawn,1960,NE,22,18,81.82
3,Pat,1960,NE,16,11,68.75
4,Tracy,1960,NE,28,46,60.87
5,Lynn,1960,NE,25,49,51.02
6,Jody,1960,NE,13,29,44.83
7,Kerry,1960,NE,18,8,44.44
8,Leslie,1960,NE,15,34,44.12
9,Kelly,1960,NE,38,105,36.19
10,Chris,1960,NE,62,18,29.03
11,Robin,1960,NE,17,83,20.48
12,Terry,1960,NE,162,27,16.67
13,Lee,1960,NE,31,5,16.13
14,Kim,1960,NE,17,132,12.88
15,Aaron,1960,NE,5,,0.0
16,Alan,1960,NE,104,,0.0
17,Albert,1960,NE,19,,0.0
18,Alex,1960,NE,6,,0.0
19,Alfred,1960,NE,11,,0.0
20,Alice,1960,NE,,28,0.0
21,Alicia,1960,NE,,9,0.0
22,Alison,1960,NE,,7,0.0
23,Allan,1960,NE,24,,0.0
24,Allen,1960,NE,53,,0.0
25,Allison,1960,NE,,5,0.0
26,Allyson,1960,NE,,7,0.0
27,Alvin,1960,NE,12,,0.0
28,Amy,1960,NE,,52,0.0
29,Andrea,1960,NE,,23,0.0
30,Andrew,1960,NE,39,,0.0
1,Terry,1960,NH,14,16,87.5
2,Tracy,1960,NH,14,12,85.71
3,Lee,1960,NH,8,12,66.67
4,Leslie,1960,NH,6,10,60.0
5,Alan,1960,NH,46,,0.0
6,Albert,1960,NH,15,,0.0
7,Alfred,1960,NH,8,,0.0
8,Alice,1960,NH,,8,0.0
9,Alicia,1960,NH,,5,0.0
10,Alison,1960,NH,,5,0.0
11,Allan,1960,NH,7,,0.0
12,Allen,1960,NH,14,,0.0
13,Amanda,1960,NH,,5,0.0
14,Amy,1960,NH,,13,0.0
15,Andre,1960,NH,6,,0.0
16,Andrea,1960,NH,,14,0.0
17,Andrew,1960,NH,30,,0.0
18,Angela,1960,NH,,10,0.0
19,Anita,1960,NH,,13,0.0
20,Ann,1960,NH,,56,0.0
21,Anna,1960,NH,,5,0.0
22,Anne,1960,NH,,37,0.0
23,Annette,1960,NH,,26,0.0
24,Anthony,1960,NH,29,,0.0
25,Armand,1960,NH,5,,0.0
26,Arnold,1960,NH,5,,0.0
27,Arthur,1960,NH,28,,0.0
28,Audrey,1960,NH,,10,0.0
29,Barbara,1960,NH,,61,0.0
30,Barry,1960,NH,25,,0.0
1,Pat,1960,NJ,24,24,100.0
2,Jessie,1960,NJ,6,6,100.0
3,Kendall,1960,NJ,5,5,100.0
4,Kerry,1960,NJ,21,22,95.45
5,Kris,1960,NJ,7,12,58.33
6,Rene,1960,NJ,14,25,56.0
7,Lee,1960,NJ,71,39,54.93
8,Dale,1960,NJ,89,46,51.69
9,Loren,1960,NJ,7,14,50.0
10,Lou,1960,NJ,6,13,46.15
11,Jody,1960,NJ,17,38,44.74
12,Jamie,1960,NJ,20,48,41.67
13,Terry,1960,NJ,65,161,40.37
14,Daryl,1960,NJ,34,13,38.24
15,Jan,1960,NJ,11,30,36.67
16,Carmen,1960,NJ,32,100,32.0
17,Dana,1960,NJ,18,65,27.69
18,Shawn,1960,NJ,64,17,26.56
19,Chris,1960,NJ,149,38,25.5
20,Kyle,1960,NJ,40,10,25.0
21,Angel,1960,NJ,47,11,23.4
22,Marion,1960,NJ,9,45,20.0
23,Tracy,1960,NJ,36,186,19.35
24,Kelly,1960,NJ,20,144,13.89
25,Stacey,1960,NJ,5,37,13.51
26,Jackie,1960,NJ,7,52,13.46
27,Leslie,1960,NJ,21,180,11.67
28,Ronnie,1960,NJ,63,7,11.11
29,Tracey,1960,NJ,10,114,8.77
30,Sandy,1960,NJ,5,87,5.75
1,Jody,1960,NM,7,7,100.0
2,Lynn,1960,NM,11,14,78.57
3,Kelly,1960,NM,34,50,68.0
4,Kerry,1960,NM,17,10,58.82
5,Terry,1960,NM,75,41,54.67
6,Guadalupe,1960,NM,9,17,52.94
7,Jackie,1960,NM,15,30,50.0
8,Leslie,1960,NM,17,37,45.95
9,Tracy,1960,NM,17,39,43.59
10,Lee,1960,NM,21,7,33.33
11,Jamie,1960,NM,6,19,31.58
12,Dana,1960,NM,8,29,27.59
13,Robin,1960,NM,12,49,24.49
14,Pat,1960,NM,21,5,23.81
15,Chris,1960,NM,55,8,14.55
16,Aaron,1960,NM,16,,0.0
17,Abel,1960,NM,7,,0.0
18,Adam,1960,NM,7,,0.0
19,Adrian,1960,NM,12,,0.0
20,Agnes,1960,NM,,9,0.0
21,Aileen,1960,NM,,5,0.0
22,Alan,1960,NM,39,,0.0
23,Albert,1960,NM,78,,0.0
24,Alberta,1960,NM,,9,0.0
25,Alberto,1960,NM,6,,0.0
26,Albino,1960,NM,5,,0.0
27,Alex,1960,NM,26,,0.0
28,Alfonso,1960,NM,12,,0.0
29,Alfred,1960,NM,33,,0.0
30,Alfredo,1960,NM,10,,0.0
1,Dana,1960,NV,6,7,85.71
2,Terry,1960,NV,21,15,71.43
3,Tracy,1960,NV,5,13,38.46
4,Kelly,1960,NV,9,24,37.5
5,Robin,1960,NV,5,26,19.23
6,Aaron,1960,NV,8,,0.0
7,Alan,1960,NV,11,,0.0
8,Albert,1960,NV,5,,0.0
9,Alice,1960,NV,,9,0.0
10,Alicia,1960,NV,,5,0.0
11,Allen,1960,NV,13,,0.0
12,Amanda,1960,NV,,6,0.0
13,Andrea,1960,NV,,10,0.0
14,Andrew,1960,NV,12,,0.0
15,Anita,1960,NV,,6,0.0
16,Ann,1960,NV,,11,0.0
17,Anna,1960,NV,,9,0.0
18,Anne,1960,NV,,6,0.0
19,Annette,1960,NV,,10,0.0
20,Anthony,1960,NV,28,,0.0
21,April,1960,NV,,10,0.0
22,Arnold,1960,NV,5,,0.0
23,Arthur,1960,NV,7,,0.0
24,Barbara,1960,NV,,26,0.0
25,Barry,1960,NV,9,,0.0
26,Becky,1960,NV,,7,0.0
27,Betty,1960,NV,,7,0.0
28,Beverly,1960,NV,,6,0.0
29,Bill,1960,NV,14,,0.0
30,Billy,1960,NV,6,,0.0
1,Rene,1960,NY,69,71,97.18
2,Patsy,1960,NY,14,15,93.33
3,Carey,1960,NY,12,13,92.31
4,Merrill,1960,NY,8,7,87.5
5,Terry,1960,NY,341,290,85.04
6,Kris,1960,NY,22,18,81.82
7,Sydney,1960,NY,7,9,77.78
8,Pat,1960,NY,52,67,77.61
9,Jessie,1960,NY,16,22,72.73
10,Kerry,1960,NY,67,96,69.79
11,Toby,1960,NY,16,23,69.57
12,Dana,1960,NY,105,151,69.54
13,Mickey,1960,NY,6,9,66.67
14,Robbie,1960,NY,9,6,66.67
15,Loren,1960,NY,14,22,63.64
16,Kendall,1960,NY,19,10,52.63
17,Alexis,1960,NY,14,27,51.85
18,Jody,1960,NY,61,121,50.41
19,Casey,1960,NY,13,6,46.15
20,Dorian,1960,NY,6,13,46.15
21,Ariel,1960,NY,11,5,45.45
22,Jude,1960,NY,11,5,45.45
23,Jan,1960,NY,37,83,44.58
24,Lee,1960,NY,237,102,43.04
25,Laverne,1960,NY,14,33,42.42
26,Gerry,1960,NY,26,10,38.46
27,Jamie,1960,NY,54,143,37.76
28,Leigh,1960,NY,16,43,37.21
29,Kyle,1960,NY,67,24,35.82
30,Shawn,1960,NY,164,48,29.27
1,Pat,1960,OH,48,48,100.0
2,Val,1960,OH,7,7,100.0
3,Kris,1960,OH,29,27,93.1
4,Dana,1960,OH,97,107,90.65
5,Marion,1960,OH,27,23,85.19
6,Jonnie,1960,OH,5,6,83.33
7,Jessie,1960,OH,10,8,80.0
8,Cris,1960,OH,5,8,62.5
9,Lee,1960,OH,146,83,56.85
10,Kyle,1960,OH,49,26,53.06
11,Angel,1960,OH,6,13,46.15
12,Mickey,1960,OH,25,11,44.0
13,Shannon,1960,OH,13,30,43.33
14,Tracy,1960,OH,143,341,41.94
15,Shelby,1960,OH,7,17,41.18
16,Gale,1960,OH,16,39,41.03
17,Kerry,1960,OH,83,34,40.96
18,Robbie,1960,OH,20,8,40.0
19,Casey,1960,OH,13,5,38.46
20,Johnnie,1960,OH,25,9,36.0
21,Jamie,1960,OH,45,126,35.71
22,Chris,1960,OH,385,135,35.06
23,Billie,1960,OH,15,44,34.09
24,Frankie,1960,OH,21,7,33.33
25,Jody,1960,OH,46,144,31.94
26,Gerry,1960,OH,19,6,31.58
27,Toby,1960,OH,19,6,31.58
28,Shawn,1960,OH,125,39,31.2
29,Loren,1960,OH,17,5,29.41
30,Stacy,1960,OH,14,49,28.57
1,Francis,1960,OK,6,6,100.0
2,Tracy,1960,OK,81,86,94.19
3,Pat,1960,OK,16,15,93.75
4,Jackie,1960,OK,59,49,83.05
5,Robbie,1960,OK,10,13,76.92
6,Lynn,1960,OK,24,32,75.0
7,Stacey,1960,OK,9,12,75.0
8,Tommie,1960,OK,8,6,75.0
9,Kris,1960,OK,7,11,63.64
10,Lee,1960,OK,40,25,62.5
11,Carey,1960,OK,10,6,60.0
12,Johnnie,1960,OK,16,9,56.25
13,Leslie,1960,OK,40,76,52.63
14,Frankie,1960,OK,21,11,52.38
15,Kelly,1960,OK,80,155,51.61
16,Shawn,1960,OK,19,9,47.37
17,Kerry,1960,OK,43,16,37.21
18,Jessie,1960,OK,17,6,35.29
19,Shannon,1960,OK,6,20,30.0
20,Kelley,1960,OK,8,31,25.81
21,Stacy,1960,OK,5,24,20.83
22,Billie,1960,OK,5,25,20.0
23,Terry,1960,OK,346,68,19.65
24,Jimmie,1960,OK,38,6,15.79
25,Robin,1960,OK,18,116,15.52
26,Jan,1960,OK,7,46,15.22
27,Jamie,1960,OK,10,68,14.71
28,Dana,1960,OK,13,115,11.3
29,Chris,1960,OK,124,11,8.87
30,Kim,1960,OK,12,157,7.64
1,Kris,1960,OR,10,12,83.33
2,Stacy,1960,OR,8,11,72.73
3,Jody,1960,OR,17,30,56.67
4,Tracy,1960,OR,43,77,55.84
5,Stacey,1960,OR,5,9,55.56
6,Kelly,1960,OR,91,164,55.49
7,Shawn,1960,OR,35,18,51.43
8,Kerry,1960,OR,40,20,50.0
9,Jamie,1960,OR,10,24,41.67
10,Kelley,1960,OR,5,13,38.46
11,Dana,1960,OR,17,53,32.08
12,Lynn,1960,OR,14,60,23.33
13,Leslie,1960,OR,15,69,21.74
14,Terry,1960,OR,171,37,21.64
15,Chris,1960,OR,93,19,20.43
16,Jackie,1960,OR,6,30,20.0
17,Robin,1960,OR,22,120,18.33
18,Shannon,1960,OR,8,47,17.02
19,Kim,1960,OR,16,154,10.39
20,Dale,1960,OR,106,6,5.66
21,Aaron,1960,OR,21,,0.0
22,Adam,1960,OR,6,,0.0
23,Alan,1960,OR,100,,0.0
24,Albert,1960,OR,13,,0.0
25,Alfred,1960,OR,9,,0.0
26,Alice,1960,OR,,28,0.0
27,Alicia,1960,OR,,11,0.0
28,Alison,1960,OR,,13,0.0
29,Allan,1960,OR,15,,0.0
30,Allen,1960,OR,40,,0.0
1,Angel,1960,PA,11,12,91.67
2,Kris,1960,PA,22,20,90.91
3,Lavern,1960,PA,6,5,83.33
4,Paris,1960,PA,6,5,83.33
5,Dana,1960,PA,85,110,77.27
6,Shannon,1960,PA,7,5,71.43
7,Gerry,1960,PA,19,13,68.42
8,Pat,1960,PA,32,50,64.0
9,Kendall,1960,PA,8,5,62.5
10,Carmen,1960,PA,39,69,56.52
11,Carey,1960,PA,9,5,55.56
12,Loren,1960,PA,11,6,54.55
13,Jessie,1960,PA,8,15,53.33
14,Lee,1960,PA,182,97,53.3
15,Patsy,1960,PA,8,16,50.0
16,Terry,1960,PA,533,254,47.65
17,Jaime,1960,PA,20,8,40.0
18,Jody,1960,PA,50,141,35.46
19,Chris,1960,PA,283,98,34.63
20,Alexis,1960,PA,5,15,33.33
21,Jan,1960,PA,32,102,31.37
22,Johnnie,1960,PA,16,5,31.25
23,Jamie,1960,PA,44,144,30.56
24,Kerry,1960,PA,123,36,29.27
25,Darnell,1960,PA,22,6,27.27
26,Tracy,1960,PA,101,375,26.93
27,Lou,1960,PA,10,38,26.32
28,Kyle,1960,PA,44,11,25.0
29,Cary,1960,PA,21,5,23.81
30,Shawn,1960,PA,173,38,21.97
1,Dana,1960,RI,9,10,90.0
2,Lee,1960,RI,8,12,66.67
3,Dale,1960,RI,12,6,50.0
4,Rene,1960,RI,15,6,40.0
5,Terry,1960,RI,5,13,38.46
6,Tracy,1960,RI,6,26,23.08
7,Jean,1960,RI,6,50,12.0
8,Alan,1960,RI,56,,0.0
9,Albert,1960,RI,32,,0.0
10,Alexander,1960,RI,5,,0.0
11,Alfred,1960,RI,23,,0.0
12,Alice,1960,RI,,13,0.0
13,Alicia,1960,RI,,6,0.0
14,Alison,1960,RI,,5,0.0
15,Allan,1960,RI,5,,0.0
16,Allen,1960,RI,17,,0.0
17,Allison,1960,RI,,6,0.0
18,Amy,1960,RI,,10,0.0
19,Andre,1960,RI,9,,0.0
20,Andrea,1960,RI,,13,0.0
21,Andrew,1960,RI,42,,0.0
22,Angela,1960,RI,,23,0.0
23,Angelo,1960,RI,6,,0.0
24,Anita,1960,RI,,10,0.0
25,Ann,1960,RI,,86,0.0
26,Anna,1960,RI,,18,0.0
27,Anne,1960,RI,,48,0.0
28,Annette,1960,RI,,17,0.0
29,Anthony,1960,RI,121,,0.0
30,Antonio,1960,RI,12,,0.0
1,Stacey,1960,SC,6,6,100.0
2,Ivory,1960,SC,5,5,100.0
3,Unknown,1960,SC,8,7,87.5
4,Jessie,1960,SC,32,25,78.13
5,Shawn,1960,SC,9,7,77.78
6,Jackie,1960,SC,51,67,76.12
7,Leslie,1960,SC,24,43,55.81
8,Johnnie,1960,SC,56,29,51.79
9,Robbie,1960,SC,31,16,51.61
10,Shannon,1960,SC,6,14,42.86
11,Kelly,1960,SC,20,49,40.82
12,Tracy,1960,SC,24,60,40.0
13,Lee,1960,SC,83,26,31.33
14,Frankie,1960,SC,50,15,30.0
15,Tommie,1960,SC,17,5,29.41
16,Jody,1960,SC,18,5,27.78
17,Dana,1960,SC,7,26,26.92
18,Terry,1960,SC,264,71,26.89
19,Sandy,1960,SC,7,28,25.0
20,Marion,1960,SC,61,14,22.95
21,Troy,1960,SC,23,5,21.74
22,Francis,1960,SC,24,5,20.83
23,Jamie,1960,SC,5,24,20.83
24,Dale,1960,SC,65,12,18.46
25,Bobbie,1960,SC,6,36,16.67
26,Jimmie,1960,SC,43,7,16.28
27,Lynn,1960,SC,10,62,16.13
28,Willie,1960,SC,342,51,14.91
29,Laurie,1960,SC,5,45,11.11
30,Robin,1960,SC,21,216,9.72
1,Leslie,1960,SD,17,17,100.0
2,Kelly,1960,SD,37,39,94.87
3,Shawn,1960,SD,9,11,81.82
4,Kerry,1960,SD,9,7,77.78
5,Tracy,1960,SD,13,25,52.0
6,Dana,1960,SD,25,11,44.0
7,Jackie,1960,SD,5,13,38.46
8,Lynn,1960,SD,9,33,27.27
9,Kim,1960,SD,17,74,22.97
10,Robin,1960,SD,8,62,12.9
11,Terry,1960,SD,79,9,11.39
12,Aaron,1960,SD,7,,0.0
13,Alan,1960,SD,50,,0.0
14,Alice,1960,SD,,5,0.0
15,Allan,1960,SD,11,,0.0
16,Allen,1960,SD,27,,0.0
17,Alvin,1960,SD,6,,0.0
18,Amy,1960,SD,,13,0.0
19,Andrea,1960,SD,,11,0.0
20,Andrew,1960,SD,10,,0.0
21,Angela,1960,SD,,19,0.0
22,Anita,1960,SD,,27,0.0
23,Ann,1960,SD,,33,0.0
24,Anna,1960,SD,,6,0.0
25,Anne,1960,SD,,12,0.0
26,Annette,1960,SD,,10,0.0
27,Anthony,1960,SD,27,,0.0
28,Arnold,1960,SD,7,,0.0
29,Audrey,1960,SD,,11,0.0
30,Barb,1960,SD,,9,0.0
1,Tracy,1960,TN,66,63,95.45
2,Lynn,1960,TN,38,36,94.74
3,Pat,1960,TN,17,18,94.44
4,Lee,1960,TN,63,50,79.37
5,Tommie,1960,TN,15,11,73.33
6,Marion,1960,TN,22,15,68.18
7,Stacy,1960,TN,10,15,66.67
8,Francis,1960,TN,11,7,63.64
9,Johnnie,1960,TN,40,25,62.5
10,Leslie,1960,TN,37,62,59.68
11,Jackie,1960,TN,138,82,59.42
12,Frankie,1960,TN,28,14,50.0
13,Jody,1960,TN,20,10,50.0
14,Unknown,1960,TN,10,5,50.0
15,Dana,1960,TN,29,60,48.33
16,Robbie,1960,TN,15,34,44.12
17,Kelly,1960,TN,33,75,44.0
18,Shawn,1960,TN,12,5,41.67
19,Jamie,1960,TN,16,48,33.33
20,Jessie,1960,TN,43,13,30.23
21,Mickey,1960,TN,30,9,30.0
22,Bennie,1960,TN,20,6,30.0
23,Shannon,1960,TN,7,25,28.0
24,Tracey,1960,TN,5,21,23.81
25,Kim,1960,TN,35,170,20.59
26,Terry,1960,TN,626,115,18.37
27,Kerry,1960,TN,58,10,17.24
28,Willie,1960,TN,185,29,15.68
29,Bobbie,1960,TN,8,62,12.9
30,Robin,1960,TN,27,265,10.19
1,Francis,1960,TX,27,27,100.0
2,Vernell,1960,TX,6,6,100.0
3,Lacy,1960,TX,5,5,100.0
4,Kris,1960,TX,12,11,91.67
5,Lesley,1960,TX,12,11,91.67
6,Marion,1960,TX,41,45,91.11
7,Ollie,1960,TX,10,9,90.0
8,Carrol,1960,TX,7,6,85.71
9,Tommie,1960,TX,27,32,84.38
10,Salome,1960,TX,5,6,83.33
11,Jackie,1960,TX,147,192,76.56
12,Guadalupe,1960,TX,152,202,75.25
13,Trinidad,1960,TX,16,12,75.0
14,Pilar,1960,TX,6,8,75.0
15,Tracy,1960,TX,195,289,67.47
16,Pat,1960,TX,61,39,63.93
17,Alva,1960,TX,5,8,62.5
18,Sammie,1960,TX,20,12,60.0
19,Leslie,1960,TX,163,279,58.42
20,Jodie,1960,TX,12,21,57.14
21,Lynn,1960,TX,68,128,53.13
22,Jody,1960,TX,68,36,52.94
23,Lupe,1960,TX,51,98,52.04
24,Frankie,1960,TX,62,31,50.0
25,Kendall,1960,TX,16,8,50.0
26,Unknown,1960,TX,16,8,50.0
27,Lindy,1960,TX,6,12,50.0
28,Lamar,1960,TX,10,5,50.0
29,Shannon,1960,TX,33,68,48.53
30,Kelly,1960,TX,216,450,48.0
1,Tracy,1960,UT,54,66,81.82
2,Dee,1960,UT,12,8,66.67
3,Kris,1960,UT,9,14,64.29
4,Kelly,1960,UT,120,76,63.33
5,Lee,1960,UT,18,11,61.11
6,Sidney,1960,UT,9,5,55.56
7,Kay,1960,UT,6,12,50.0
8,Terry,1960,UT,71,31,43.66
9,Jody,1960,UT,13,33,39.39
10,Kim,1960,UT,30,83,36.14
11,Jamie,1960,UT,6,20,30.0
12,Chris,1960,UT,57,16,28.07
13,Robin,1960,UT,9,42,21.43
14,Lynn,1960,UT,36,7,19.44
15,Dana,1960,UT,5,36,13.89
16,Kerry,1960,UT,48,6,12.5
17,Leslie,1960,UT,9,78,11.54
18,Aaron,1960,UT,17,,0.0
19,Adrian,1960,UT,5,,0.0
20,Alan,1960,UT,104,,0.0
21,Albert,1960,UT,9,,0.0
22,Alex,1960,UT,8,,0.0
23,Alfred,1960,UT,8,,0.0
24,Alice,1960,UT,,13,0.0
25,Alison,1960,UT,,11,0.0
26,Allan,1960,UT,12,,0.0
27,Allen,1960,UT,39,,0.0
28,Allison,1960,UT,,14,0.0
29,Allyson,1960,UT,,9,0.0
30,Amy,1960,UT,,16,0.0
1,Cary,1960,VA,7,7,100.0
2,Stacey,1960,VA,9,12,75.0
3,Pat,1960,VA,10,14,71.43
4,Meredith,1960,VA,7,5,71.43
5,Ollie,1960,VA,7,5,71.43
6,Jackie,1960,VA,41,63,65.08
7,Terry,1960,VA,299,169,56.52
8,Robbie,1960,VA,20,11,55.0
9,Stacy,1960,VA,9,17,52.94
10,Kendall,1960,VA,12,6,50.0
11,Shawn,1960,VA,21,10,47.62
12,Lee,1960,VA,49,23,46.94
13,Jessie,1960,VA,29,13,44.83
14,Marion,1960,VA,14,32,43.75
15,Leslie,1960,VA,41,96,42.71
16,Tracy,1960,VA,38,89,42.7
17,Jamie,1960,VA,11,27,40.74
18,Jody,1960,VA,17,6,35.29
19,Kelly,1960,VA,34,102,33.33
20,Lynn,1960,VA,29,87,33.33
21,Bobbie,1960,VA,5,19,26.32
22,Dana,1960,VA,20,80,25.0
23,Marty,1960,VA,32,7,21.88
24,Chris,1960,VA,81,17,20.99
