rank,Name,Year,State,male_count,female_count,unisex_score
16,Adrianna,2006,AK,,7,0.0
17,Aidan,2006,AK,33,,0.0
18,Aiden,2006,AK,43,,0.0
19,Alana,2006,AK,,8,0.0
20,Alex,2006,AK,12,,0.0
21,Alexa,2006,AK,,6,0.0
22,Alexander,2006,AK,45,,0.0
23,Alexandra,2006,AK,,10,0.0
24,Alexandria,2006,AK,,7,0.0
25,Alexis,2006,AK,,20,0.0
26,Allie,2006,AK,,6,0.0
27,Allison,2006,AK,,18,0.0
28,Alyssa,2006,AK,,28,0.0
29,Amaya,2006,AK,,7,0.0
30,Amelia,2006,AK,,12,0.0
1,Kadyn,2006,AL,5,5,100.0
2,Shannon,2006,AL,5,5,100.0
3,Riley,2006,AL,59,58,98.31
4,Angel,2006,AL,55,64,85.94
5,Jessie,2006,AL,18,15,83.33
6,Kristian,2006,AL,6,5,83.33
7,Kamari,2006,AL,10,8,80.0
8,Peyton,2006,AL,67,51,76.12
9,Briley,2006,AL,10,14,71.43
10,Amari,2006,AL,20,14,70.0
11,Emerson,2006,AL,7,10,70.0
12,Kayden,2006,AL,16,11,68.75
13,Emory,2006,AL,9,6,66.67
14,Ellis,2006,AL,8,5,62.5
15,Harley,2006,AL,14,25,56.0
16,Phoenix,2006,AL,9,5,55.56
17,Dakota,2006,AL,59,32,54.24
18,Skylar,2006,AL,21,39,53.85
19,Zion,2006,AL,28,15,53.57
20,Justice,2006,AL,12,6,50.0
21,Jamie,2006,AL,9,20,45.0
22,Skyler,2006,AL,34,15,44.12
23,Brantley,2006,AL,14,6,42.86
24,Taylor,2006,AL,64,159,40.25
25,Kendall,2006,AL,17,43,39.53
26,Avery,2006,AL,31,80,38.75
27,Courtney,2006,AL,14,37,37.84
28,Payton,2006,AL,12,32,37.5
29,Jaiden,2006,AL,30,11,36.67
30,Jaylin,2006,AL,17,6,35.29
1,Zion,2006,AR,7,6,85.71
2,Justice,2006,AR,10,12,83.33
3,Riley,2006,AR,36,47,76.6
4,Charlie,2006,AR,11,8,72.73
5,Skyler,2006,AR,17,12,70.59
6,Payton,2006,AR,26,18,69.23
7,Ali,2006,AR,5,8,62.5
8,Jessie,2006,AR,8,5,62.5
9,Kendall,2006,AR,6,10,60.0
10,Jamie,2006,AR,8,14,57.14
11,Harley,2006,AR,9,17,52.94
12,Angel,2006,AR,53,28,52.83
13,Jayden,2006,AR,68,31,45.59
14,Casey,2006,AR,11,5,45.45
15,London,2006,AR,7,17,41.18
16,Jordan,2006,AR,88,36,40.91
17,Jaden,2006,AR,45,18,40.0
18,Jaiden,2006,AR,16,6,37.5
19,Kayden,2006,AR,23,8,34.78
20,Micah,2006,AR,23,8,34.78
21,Avery,2006,AR,20,60,33.33
22,Emerson,2006,AR,5,15,33.33
23,Dakota,2006,AR,76,23,30.26
24,Kamryn,2006,AR,5,17,29.41
25,Taylor,2006,AR,24,82,29.27
26,Peyton,2006,AR,71,15,21.13
27,Ashton,2006,AR,50,10,20.0
28,Skylar,2006,AR,6,30,20.0
29,River,2006,AR,25,5,20.0
30,Cameron,2006,AR,85,13,15.29
1,Jessie,2006,AZ,13,13,100.0
2,Bentley,2006,AZ,8,8,100.0
3,Frankie,2006,AZ,6,6,100.0
4,Santana,2006,AZ,6,6,100.0
5,Quinn,2006,AZ,15,16,93.75
6,Devyn,2006,AZ,7,8,87.5
7,Kasey,2006,AZ,7,8,87.5
8,Justice,2006,AZ,12,14,85.71
9,Jaeden,2006,AZ,5,6,83.33
10,Notnamed,2006,AZ,74,60,81.08
11,Alexys,2006,AZ,6,8,75.0
12,Riley,2006,AZ,80,112,71.43
13,Jaiden,2006,AZ,26,17,65.38
14,Harley,2006,AZ,11,7,63.64
15,Dakota,2006,AZ,31,50,62.0
16,Peyton,2006,AZ,33,56,58.93
17,Tristin,2006,AZ,9,5,55.56
18,Raven,2006,AZ,6,11,54.55
19,Reece,2006,AZ,13,7,53.85
20,Casey,2006,AZ,22,11,50.0
21,Emerson,2006,AZ,7,14,50.0
22,Skylar,2006,AZ,17,36,47.22
23,Charlie,2006,AZ,15,7,46.67
24,Finley,2006,AZ,5,11,45.45
25,Alexis,2006,AZ,129,288,44.79
26,Dallas,2006,AZ,18,8,44.44
27,Jaylen,2006,AZ,16,7,43.75
28,Presley,2006,AZ,7,17,41.18
29,Jordan,2006,AZ,199,81,40.7
30,Skyler,2006,AZ,32,13,40.63
1,Nikita,2006,CA,20,20,100.0
2,Blair,2006,CA,6,6,100.0
3,Jaelin,2006,CA,6,6,100.0
4,Kerry,2006,CA,6,6,100.0
5,Dakoda,2006,CA,5,5,100.0
6,Issa,2006,CA,5,5,100.0
7,Harley,2006,CA,39,38,97.44
8,Robin,2006,CA,21,20,95.24
9,Riley,2006,CA,430,409,95.12
10,Ryley,2006,CA,13,14,92.86
11,Azariah,2006,CA,10,11,90.91
12,Jessi,2006,CA,11,10,90.91
13,Kalani,2006,CA,28,31,90.32
14,Isa,2006,CA,9,8,88.89
15,Kamari,2006,CA,24,21,87.5
16,Andi,2006,CA,7,8,87.5
17,Aries,2006,CA,8,7,87.5
18,Jaydin,2006,CA,14,12,85.71
19,Sunny,2006,CA,20,24,83.33
20,Aarya,2006,CA,5,6,83.33
21,Amrit,2006,CA,5,6,83.33
22,Ashtyn,2006,CA,5,6,83.33
23,Denali,2006,CA,5,6,83.33
24,Haidyn,2006,CA,5,6,83.33
25,Iran,2006,CA,6,5,83.33
26,Jaydee,2006,CA,5,6,83.33
27,Sascha,2006,CA,5,6,83.33
28,Yuki,2006,CA,6,5,83.33
29,Reilly,2006,CA,17,14,82.35
30,Jordin,2006,CA,10,8,80.0
1,Elisha,2006,CO,5,5,100.0
2,Skyler,2006,CO,23,25,92.0
3,Quincy,2006,CO,10,9,90.0
4,Riley,2006,CO,92,82,89.13
5,Jaiden,2006,CO,17,15,88.24
6,Harley,2006,CO,7,8,87.5
7,Devyn,2006,CO,6,7,85.71
8,Lyric,2006,CO,7,6,85.71
9,Aidyn,2006,CO,6,5,83.33
10,Reece,2006,CO,15,12,80.0
11,Finley,2006,CO,8,10,80.0
12,Jessie,2006,CO,13,10,76.92
13,Peyton,2006,CO,38,51,74.51
14,Dakota,2006,CO,39,27,69.23
15,Rowan,2006,CO,21,13,61.9
16,Jadyn,2006,CO,11,18,61.11
17,Casey,2006,CO,23,14,60.87
18,Noel,2006,CO,10,6,60.0
19,Teagan,2006,CO,12,22,54.55
20,Amari,2006,CO,11,6,54.55
21,Sage,2006,CO,11,22,50.0
22,Jordan,2006,CO,135,66,48.89
23,Quinn,2006,CO,44,21,47.73
24,Haven,2006,CO,6,13,46.15
25,Payton,2006,CO,22,48,45.83
26,Charlie,2006,CO,21,9,42.86
27,River,2006,CO,17,7,41.18
28,Alexis,2006,CO,66,162,40.74
29,Justice,2006,CO,5,13,38.46
30,Phoenix,2006,CO,13,5,38.46
1,Ariel,2006,CT,8,8,100.0
2,Skyler,2006,CT,7,8,87.5
3,Justice,2006,CT,6,7,85.71
4,Dakota,2006,CT,11,14,78.57
5,Casey,2006,CT,12,21,57.14
6,Rowan,2006,CT,11,6,54.55
7,Emerson,2006,CT,6,12,50.0
8,Riley,2006,CT,26,66,39.39
9,Peyton,2006,CT,11,28,39.29
10,Jordan,2006,CT,97,33,34.02
11,Avery,2006,CT,19,57,33.33
12,Alexis,2006,CT,26,79,32.91
13,Devon,2006,CT,19,5,26.32
14,Addison,2006,CT,8,37,21.62
15,Quinn,2006,CT,31,5,16.13
16,Cameron,2006,CT,100,15,15.0
17,Angel,2006,CT,81,9,11.11
18,Jaden,2006,CT,63,7,11.11
19,Morgan,2006,CT,6,71,8.45
20,Taylor,2006,CT,6,83,7.23
21,Jayden,2006,CT,132,9,6.82
22,Ryan,2006,CT,291,6,2.06
23,Aaliyah,2006,CT,,33,0.0
24,Aarav,2006,CT,5,,0.0
25,Aaron,2006,CT,67,,0.0
26,Abby,2006,CT,,16,0.0
27,Abel,2006,CT,5,,0.0
28,Abigail,2006,CT,,171,0.0
29,Adam,2006,CT,84,,0.0
30,Addyson,2006,CT,,5,0.0
1,Kamari,2006,DC,6,6,100.0
2,Angel,2006,DC,19,18,94.74
3,Amari,2006,DC,8,7,87.5
4,Alexis,2006,DC,13,8,61.54
5,Emerson,2006,DC,5,9,55.56
6,Jordan,2006,DC,30,14,46.67
7,Zion,2006,DC,13,6,46.15
8,Avery,2006,DC,5,12,41.67
9,Ryan,2006,DC,43,8,18.6
10,Taylor,2006,DC,5,29,17.24
11,Aaliyah,2006,DC,,11,0.0
12,Aaron,2006,DC,26,,0.0
13,Abigail,2006,DC,,33,0.0
14,Abraham,2006,DC,6,,0.0
15,Adam,2006,DC,17,,0.0
16,Addison,2006,DC,,10,0.0
17,Adrian,2006,DC,17,,0.0
18,Adriana,2006,DC,,7,0.0
19,Ahmad,2006,DC,6,,0.0
20,Aidan,2006,DC,26,,0.0
21,Aiden,2006,DC,9,,0.0
22,Alan,2006,DC,9,,0.0
23,Alana,2006,DC,,9,0.0
24,Albert,2006,DC,5,,0.0
25,Alec,2006,DC,5,,0.0
26,Alejandra,2006,DC,,7,0.0
27,Alejandro,2006,DC,8,,0.0
28,Alex,2006,DC,24,,0.0
29,Alexa,2006,DC,,15,0.0
30,Alexander,2006,DC,70,,0.0
1,Jordan,2006,DE,25,18,72.0
2,Avery,2006,DE,6,9,66.67
3,Peyton,2006,DE,6,9,66.67
4,Riley,2006,DE,12,20,60.0
5,Angel,2006,DE,19,5,26.32
6,Cameron,2006,DE,42,8,19.05
7,Alexis,2006,DE,5,37,13.51
8,Ryan,2006,DE,74,5,6.76
9,Aaliyah,2006,DE,,10,0.0
10,Aaron,2006,DE,27,,0.0
11,Abigail,2006,DE,,39,0.0
12,Adam,2006,DE,15,,0.0
13,Addison,2006,DE,,13,0.0
14,Aden,2006,DE,5,,0.0
15,Adrian,2006,DE,8,,0.0
16,Adriana,2006,DE,,11,0.0
17,Adrianna,2006,DE,,8,0.0
18,Aidan,2006,DE,34,,0.0
19,Aiden,2006,DE,40,,0.0
20,Alan,2006,DE,7,,0.0
21,Alana,2006,DE,,8,0.0
22,Alayna,2006,DE,,7,0.0
23,Alejandro,2006,DE,5,,0.0
24,Alex,2006,DE,14,,0.0
25,Alexa,2006,DE,,17,0.0
26,Alexander,2006,DE,55,,0.0
27,Alexandra,2006,DE,,16,0.0
28,Alexandria,2006,DE,,5,0.0
29,Alicia,2006,DE,,9,0.0
30,Allison,2006,DE,,14,0.0
1,Nikita,2006,FL,6,6,100.0
2,Ryley,2006,FL,5,5,100.0
3,Casey,2006,FL,42,43,97.67
4,Alexi,2006,FL,9,10,90.0
5,Marion,2006,FL,9,8,88.89
6,Austyn,2006,FL,7,6,85.71
7,Blair,2006,FL,6,7,85.71
8,Kenley,2006,FL,6,7,85.71
9,Amari,2006,FL,62,53,85.48
10,Armani,2006,FL,29,34,85.29
11,Shiloh,2006,FL,13,11,84.62
12,Devyn,2006,FL,12,10,83.33
13,Charley,2006,FL,5,6,83.33
14,Jody,2006,FL,6,5,83.33
15,Tegan,2006,FL,6,5,83.33
16,Sidney,2006,FL,24,30,80.0
17,Riley,2006,FL,216,274,78.83
18,Peyton,2006,FL,97,126,76.98
19,Kalani,2006,FL,10,13,76.92
20,Skyler,2006,FL,53,69,76.81
21,Camari,2006,FL,6,8,75.0
22,Emerson,2006,FL,20,27,74.07
23,Shea,2006,FL,11,15,73.33
24,Jessie,2006,FL,33,24,72.73
25,Jael,2006,FL,7,5,71.43
26,Semaj,2006,FL,17,12,70.59
27,Dakota,2006,FL,84,121,69.42
28,London,2006,FL,29,42,69.05
29,Reilly,2006,FL,8,12,66.67
30,Robin,2006,FL,8,12,66.67
1,August,2006,GA,5,5,100.0
2,Memphis,2006,GA,5,5,100.0
3,Phoenix,2006,GA,14,13,92.86
4,Emery,2006,GA,8,9,88.89
5,Devyn,2006,GA,7,8,87.5
6,Jai,2006,GA,7,8,87.5
7,Hollis,2006,GA,7,6,85.71
8,Kendal,2006,GA,10,12,83.33
9,Dani,2006,GA,5,6,83.33
10,Tristyn,2006,GA,5,6,83.33
11,Skyler,2006,GA,44,53,83.02
12,Riley,2006,GA,145,179,81.01
13,Peyton,2006,GA,114,91,79.82
14,Dominique,2006,GA,16,21,76.19
15,Casey,2006,GA,33,25,75.76
16,Justice,2006,GA,33,25,75.76
17,Jessie,2006,GA,21,28,75.0
18,Finley,2006,GA,8,6,75.0
19,Emory,2006,GA,14,10,71.43
20,Britton,2006,GA,7,5,71.43
21,Layne,2006,GA,5,7,71.43
22,Kamari,2006,GA,33,23,69.7
23,Jaidyn,2006,GA,9,13,69.23
24,Amari,2006,GA,54,37,68.52
25,Kayden,2006,GA,37,25,67.57
26,Alden,2006,GA,9,6,66.67
27,Jasiah,2006,GA,11,7,63.64
28,Semaj,2006,GA,11,7,63.64
29,Elisha,2006,GA,13,8,61.54
30,Jorden,2006,GA,10,6,60.0
1,Angel,2006,HI,8,8,100.0
2,Sage,2006,HI,7,8,87.5
3,Tristen,2006,HI,6,5,83.33
4,Payton,2006,HI,11,9,81.82
5,Bailey,2006,HI,5,7,71.43
6,Riley,2006,HI,27,15,55.56
7,Skyler,2006,HI,9,5,55.56
8,Taylor,2006,HI,9,40,22.5
9,Jordan,2006,HI,41,7,17.07
10,Aaliyah,2006,HI,,15,0.0
11,Aaron,2006,HI,30,,0.0
12,Abigail,2006,HI,,28,0.0
13,Ace,2006,HI,5,,0.0
14,Achilles,2006,HI,6,,0.0
15,Adam,2006,HI,14,,0.0
16,Aden,2006,HI,9,,0.0
17,Adrian,2006,HI,10,,0.0
18,Adriana,2006,HI,,5,0.0
19,Aidan,2006,HI,39,,0.0
20,Aiden,2006,HI,34,,0.0
21,Akoni,2006,HI,8,,0.0
22,Alakai,2006,HI,6,,0.0
23,Alana,2006,HI,,25,0.0
24,Albert,2006,HI,5,,0.0
25,Alea,2006,HI,,5,0.0
26,Alejandro,2006,HI,6,,0.0
27,Alex,2006,HI,14,,0.0
28,Alexa,2006,HI,,12,0.0
29,Alexander,2006,HI,53,,0.0
30,Alexandra,2006,HI,,14,0.0
1,Sage,2006,IA,7,7,100.0
2,Peyton,2006,IA,40,43,93.02
3,Harley,2006,IA,15,13,86.67
4,Ali,2006,IA,6,7,85.71
5,Charlie,2006,IA,15,12,80.0
6,Teagan,2006,IA,8,10,80.0
7,Riley,2006,IA,60,45,75.0
8,Dakota,2006,IA,28,21,75.0
9,Skylar,2006,IA,16,22,72.73
10,Quinn,2006,IA,17,11,64.71
11,Payton,2006,IA,31,50,62.0
12,Jamie,2006,IA,6,10,60.0
13,Jaiden,2006,IA,7,12,58.33
14,Justice,2006,IA,9,5,55.56
15,Kadyn,2006,IA,9,5,55.56
16,Jaden,2006,IA,38,19,50.0
17,Angel,2006,IA,40,19,47.5
18,Jordan,2006,IA,70,31,44.29
19,Phoenix,2006,IA,17,7,41.18
20,Casey,2006,IA,15,6,40.0
21,Jayden,2006,IA,71,25,35.21
22,Micah,2006,IA,20,6,30.0
23,Rylan,2006,IA,23,6,26.09
24,Skyler,2006,IA,23,6,26.09
25,Taylor,2006,IA,26,109,23.85
26,Avery,2006,IA,19,88,21.59
27,Bailey,2006,IA,6,33,18.18
28,Kayden,2006,IA,33,5,15.15
29,Reese,2006,IA,6,40,15.0
30,Keegan,2006,IA,48,7,14.58
1,Payton,2006,ID,25,25,100.0
2,Emery,2006,ID,5,5,100.0
3,Austyn,2006,ID,6,5,83.33
4,Reece,2006,ID,6,5,83.33
5,Justice,2006,ID,10,8,80.0
6,Charlie,2006,ID,7,5,71.43
7,Riley,2006,ID,43,29,67.44
8,Dakota,2006,ID,17,11,64.71
9,Teagan,2006,ID,5,8,62.5
10,Peyton,2006,ID,18,10,55.56
11,Casey,2006,ID,15,7,46.67
12,Reese,2006,ID,6,15,40.0
13,Jordan,2006,ID,45,17,37.78
14,Skyler,2006,ID,21,7,33.33
15,Taylor,2006,ID,24,74,32.43
16,Jaden,2006,ID,22,7,31.82
17,Morgan,2006,ID,13,41,31.71
18,Jayden,2006,ID,31,9,29.03
19,Angel,2006,ID,41,8,19.51
20,Hayden,2006,ID,63,11,17.46
21,Avery,2006,ID,8,47,17.02
22,Ayden,2006,ID,30,5,16.67
23,Alex,2006,ID,35,5,14.29
24,Alexis,2006,ID,9,67,13.43
25,Cameron,2006,ID,46,6,13.04
26,Rylee,2006,ID,5,39,12.82
27,Hunter,2006,ID,53,6,11.32
28,Aaliyah,2006,ID,,14,0.0
29,Aaron,2006,ID,45,,0.0
30,Abbey,2006,ID,,7,0.0
1,Elisha,2006,IL,8,8,100.0
2,Jessie,2006,IL,15,16,93.75
3,Rory,2006,IL,11,10,90.91
4,Payton,2006,IL,92,103,89.32
5,Jaylyn,2006,IL,8,9,88.89
6,Kasey,2006,IL,9,8,88.89
7,Tracy,2006,IL,6,5,83.33
8,Rowan,2006,IL,28,21,75.0
9,Dakota,2006,IL,70,52,74.29
10,Peyton,2006,IL,86,118,72.88
11,Cameran,2006,IL,5,7,71.43
12,Emery,2006,IL,5,7,71.43
13,Robin,2006,IL,5,7,71.43
14,Skyler,2006,IL,24,34,70.59
15,Casey,2006,IL,36,25,69.44
16,Armani,2006,IL,25,17,68.0
17,Kamari,2006,IL,12,19,63.16
18,Justice,2006,IL,20,12,60.0
19,Layne,2006,IL,6,10,60.0
20,Riley,2006,IL,136,232,58.62
21,Amari,2006,IL,55,31,56.36
22,Devyn,2006,IL,20,11,55.0
23,Harley,2006,IL,20,11,55.0
24,Kendal,2006,IL,6,11,54.55
25,Ellis,2006,IL,10,5,50.0
26,Jaylin,2006,IL,39,19,48.72
27,Alexis,2006,IL,205,425,48.24
28,Kendall,2006,IL,42,89,47.19
29,Milan,2006,IL,18,8,44.44
30,Kai,2006,IL,32,14,43.75
1,Riley,2006,IN,104,104,100.0
2,Jessie,2006,IN,9,9,100.0
3,Dominique,2006,IN,7,7,100.0
4,Campbell,2006,IN,6,6,100.0
5,Rory,2006,IN,6,6,100.0
6,Haven,2006,IN,7,8,87.5
7,Harley,2006,IN,14,17,82.35
8,Payton,2006,IN,48,60,80.0
9,Charlie,2006,IN,10,8,80.0
10,Devyn,2006,IN,9,7,77.78
11,Emery,2006,IN,8,6,75.0
12,Jaiden,2006,IN,31,23,74.19
13,Justice,2006,IN,13,18,72.22
14,Jaydin,2006,IN,5,7,71.43
15,Dakota,2006,IN,79,52,65.82
16,Tegan,2006,IN,8,5,62.5
17,Amari,2006,IN,17,10,58.82
18,Ali,2006,IN,8,14,57.14
19,Lyric,2006,IN,6,11,54.55
20,Harper,2006,IN,7,13,53.85
21,Teagan,2006,IN,10,19,52.63
22,Angel,2006,IN,103,53,51.46
23,Avery,2006,IN,57,125,45.6
24,Skylar,2006,IN,20,44,45.45
25,Jaylin,2006,IN,22,10,45.45
26,Casey,2006,IN,20,8,40.0
27,Kasey,2006,IN,6,15,40.0
28,Reese,2006,IN,22,58,37.93
29,Zion,2006,IN,32,12,37.5
30,Elliot,2006,IN,20,7,35.0
1,Jaiden,2006,KS,12,12,100.0
2,Jamie,2006,KS,7,7,100.0
3,Peyton,2006,KS,44,45,97.78
4,Justice,2006,KS,7,8,87.5
5,Rowan,2006,KS,6,7,85.71
6,River,2006,KS,6,5,83.33
7,Phoenix,2006,KS,11,9,81.82
8,Casey,2006,KS,7,9,77.78
9,Harper,2006,KS,7,10,70.0
10,Quinn,2006,KS,13,9,69.23
11,Riley,2006,KS,46,72,63.89
12,Payton,2006,KS,19,30,63.33
13,Dakota,2006,KS,45,24,53.33
14,Skyler,2006,KS,21,11,52.38
15,Reece,2006,KS,16,8,50.0
16,Sage,2006,KS,7,14,50.0
17,Skylar,2006,KS,10,21,47.62
18,Jaden,2006,KS,36,16,44.44
19,Jordan,2006,KS,76,31,40.79
20,Jayden,2006,KS,77,25,32.47
21,Taylor,2006,KS,25,104,24.04
22,Reese,2006,KS,9,39,23.08
23,Rylan,2006,KS,26,6,23.08
24,Avery,2006,KS,22,98,22.45
25,Micah,2006,KS,32,7,21.88
26,Angel,2006,KS,80,16,20.0
27,Kendall,2006,KS,5,28,17.86
28,Ashton,2006,KS,46,7,15.22
29,Alexis,2006,KS,20,166,12.05
30,Ryan,2006,KS,107,12,11.21
1,Charlie,2006,KY,7,7,100.0
2,Jaiden,2006,KY,18,20,90.0
3,Skyler,2006,KY,26,29,89.66
4,Justice,2006,KY,14,12,85.71
5,Tristin,2006,KY,6,5,83.33
6,Kasey,2006,KY,11,9,81.82
7,Riley,2006,KY,83,105,79.05
8,Jaylen,2006,KY,21,16,76.19
9,London,2006,KY,6,8,75.0
10,Angel,2006,KY,26,35,74.29
11,Emery,2006,KY,5,7,71.43
12,Casey,2006,KY,19,13,68.42
13,Jessie,2006,KY,11,7,63.64
14,Skylar,2006,KY,29,48,60.42
15,Peyton,2006,KY,83,50,60.24
16,Payton,2006,KY,22,38,57.89
17,Jamie,2006,KY,10,18,55.56
18,Harper,2006,KY,6,11,54.55
19,Harley,2006,KY,14,27,51.85
20,Emerson,2006,KY,8,16,50.0
21,Sidney,2006,KY,5,11,45.45
22,Shannon,2006,KY,5,12,41.67
23,Avery,2006,KY,25,70,35.71
24,Jaden,2006,KY,85,29,34.12
25,Reece,2006,KY,18,6,33.33
26,Jayden,2006,KY,145,48,33.1
27,Micah,2006,KY,52,17,32.69
28,Kayden,2006,KY,36,11,30.56
29,Dakota,2006,KY,112,31,27.68
30,Reese,2006,KY,9,38,23.68
1,Sidney,2006,LA,11,12,91.67
2,Justice,2006,LA,8,9,88.89
3,Kasey,2006,LA,7,8,87.5
4,Shannon,2006,LA,8,7,87.5
5,Kristian,2006,LA,7,6,85.71
6,Dakota,2006,LA,49,40,81.63
7,Kendall,2006,LA,17,21,80.95
8,Charlie,2006,LA,10,8,80.0
9,Payton,2006,LA,39,28,71.79
10,Jaime,2006,LA,5,7,71.43
11,Talyn,2006,LA,5,7,71.43
12,Landry,2006,LA,6,9,66.67
13,Riley,2006,LA,52,83,62.65
14,Jalyn,2006,LA,9,16,56.25
15,Sage,2006,LA,10,18,55.56
16,Jaiden,2006,LA,35,19,54.29
17,Marley,2006,LA,8,15,53.33
18,Skyler,2006,LA,30,15,50.0
19,Jessie,2006,LA,14,7,50.0
20,Reese,2006,LA,22,51,43.14
21,London,2006,LA,11,26,42.31
22,Kai,2006,LA,12,5,41.67
23,Kelly,2006,LA,5,12,41.67
24,Avery,2006,LA,42,101,41.58
25,Jamie,2006,LA,10,25,40.0
26,Jaylin,2006,LA,18,7,38.89
27,Kayden,2006,LA,46,16,34.78
28,Micah,2006,LA,42,14,33.33
29,Peyton,2006,LA,94,31,32.98
30,Jordan,2006,LA,182,59,32.42
1,Ariel,2006,MA,19,19,100.0
2,Rory,2006,MA,9,9,100.0
3,Robin,2006,MA,5,5,100.0
4,Casey,2006,MA,28,27,96.43
5,Jaime,2006,MA,9,8,88.89
6,Amari,2006,MA,7,8,87.5
7,Arya,2006,MA,6,7,85.71
8,Jaylin,2006,MA,6,5,83.33
9,Reilly,2006,MA,6,5,83.33
10,Rowan,2006,MA,25,20,80.0
11,Sidney,2006,MA,7,5,71.43
12,Kamryn,2006,MA,6,10,60.0
13,Riley,2006,MA,65,109,59.63
14,Dana,2006,MA,7,12,58.33
15,Dakota,2006,MA,17,31,54.84
16,Shea,2006,MA,18,9,50.0
17,Eden,2006,MA,5,11,45.45
18,Jordan,2006,MA,163,68,41.72
19,Peyton,2006,MA,12,30,40.0
20,Jamie,2006,MA,8,20,40.0
21,Quinn,2006,MA,47,18,38.3
22,Emerson,2006,MA,12,32,37.5
23,Jordyn,2006,MA,8,27,29.63
24,Sawyer,2006,MA,24,7,29.17
25,Bailey,2006,MA,6,21,28.57
26,Skyler,2006,MA,5,21,23.81
27,Avery,2006,MA,23,118,19.49
28,Payton,2006,MA,5,27,18.52
29,Alexis,2006,MA,26,161,16.15
30,Camden,2006,MA,47,7,14.89
1,Justice,2006,MD,13,13,100.0
2,Rowan,2006,MD,12,12,100.0
3,Charlie,2006,MD,7,7,100.0
4,Blair,2006,MD,6,6,100.0
5,Elisha,2006,MD,5,5,100.0
6,Angel,2006,MD,65,61,93.85
7,Peyton,2006,MD,36,33,91.67
8,Dominique,2006,MD,7,6,85.71
9,Casey,2006,MD,21,17,80.95
10,Emerson,2006,MD,16,22,72.73
11,Phoenix,2006,MD,11,8,72.73
12,Sidney,2006,MD,8,11,72.73
13,Jaylin,2006,MD,24,17,70.83
14,Avery,2006,MD,47,68,69.12
15,Ariel,2006,MD,17,25,68.0
16,Jaidyn,2006,MD,6,9,66.67
17,Teagan,2006,MD,6,9,66.67
18,Amari,2006,MD,25,15,60.0
19,Jamie,2006,MD,11,19,57.89
20,Noel,2006,MD,16,9,56.25
21,Skyler,2006,MD,15,27,55.56
22,Riley,2006,MD,61,110,55.45
23,Kayden,2006,MD,15,8,53.33
24,Jordan,2006,MD,187,95,50.8
25,Dakota,2006,MD,18,45,40.0
26,Dallas,2006,MD,20,8,40.0
27,Jadyn,2006,MD,9,28,32.14
28,Quinn,2006,MD,26,8,30.77
29,Jaiden,2006,MD,37,11,29.73
30,Payton,2006,MD,11,37,29.73
1,Riley,2006,ME,26,26,100.0
2,Casey,2006,ME,5,5,100.0
3,Avery,2006,ME,13,15,86.67
4,Peyton,2006,ME,10,7,70.0
5,Dakota,2006,ME,18,11,61.11
6,Quinn,2006,ME,12,7,58.33
7,Jaden,2006,ME,9,5,55.56
8,Skyler,2006,ME,9,5,55.56
9,Jordan,2006,ME,25,12,48.0
10,Jayden,2006,ME,28,11,39.29
11,Hayden,2006,ME,23,5,21.74
12,Taylor,2006,ME,6,35,17.14
13,Dylan,2006,ME,71,6,8.45
14,Logan,2006,ME,83,6,7.23
15,Aaliyah,2006,ME,,7,0.0
16,Aaron,2006,ME,20,,0.0
17,Abby,2006,ME,,9,0.0
18,Abigail,2006,ME,,106,0.0
19,Acadia,2006,ME,,5,0.0
20,Ada,2006,ME,,5,0.0
21,Adam,2006,ME,32,,0.0
22,Addison,2006,ME,,24,0.0
23,Aden,2006,ME,13,,0.0
24,Adrian,2006,ME,10,,0.0
25,Adriana,2006,ME,,14,0.0
26,Adrianna,2006,ME,,6,0.0
27,Aidan,2006,ME,51,,0.0
28,Aiden,2006,ME,76,,0.0
29,Alana,2006,ME,,12,0.0
30,Alex,2006,ME,25,,0.0
1,Justice,2006,MI,21,21,100.0
2,Harley,2006,MI,17,17,100.0
3,Kasey,2006,MI,14,14,100.0
4,Braylin,2006,MI,5,5,100.0
5,Dakoda,2006,MI,5,5,100.0
6,Peyton,2006,MI,76,87,87.36
7,Rowan,2006,MI,18,21,85.71
8,Angel,2006,MI,81,97,83.51
9,Arya,2006,MI,5,6,83.33
10,Joey,2006,MI,5,6,83.33
11,Milan,2006,MI,5,6,83.33
12,Armani,2006,MI,13,16,81.25
13,Riley,2006,MI,145,187,77.54
14,Dakota,2006,MI,92,70,76.09
15,Haiden,2006,MI,8,6,75.0
16,Skyler,2006,MI,37,50,74.0
17,Ashtyn,2006,MI,5,7,71.43
18,Amari,2006,MI,33,23,69.7
19,Jaiden,2006,MI,48,33,68.75
20,Devyn,2006,MI,9,6,66.67
21,Emery,2006,MI,6,9,66.67
22,Phoenix,2006,MI,23,15,65.22
23,Casey,2006,MI,31,20,64.52
24,Zaire,2006,MI,8,5,62.5
25,Zion,2006,MI,29,18,62.07
26,Rory,2006,MI,10,6,60.0
27,Semaj,2006,MI,9,5,55.56
28,Jessie,2006,MI,6,11,54.55
29,Quinn,2006,MI,47,25,53.19
30,Dominique,2006,MI,8,16,50.0
1,Peyton,2006,MN,60,60,100.0
2,Rowan,2006,MN,18,17,94.44
